tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3004,5500,12960,-232,CN,0,N_pwm200_grab1
3009,9092,8988,-196,CN,0,N_pwm200_grab1
3014,-16920,-12852,-2036,CN,0,N_pwm200_grab1
3025,-15580,-12812,17820,CN,0,N_pwm200_grab1
3030,-3716,-13272,18628,CN,0,N_pwm200_grab1
3035,192,13808,16828,CN,0,N_pwm200_grab1
3041,30724,11320,4888,CN,0,N_pwm200_grab1
3046,1960,12152,128,CN,0,N_pwm200_grab1
3050,3344,2280,4808,CN,0,N_pwm200_grab1
3056,-7008,-4828,3432,CN,0,N_pwm200_grab1
3060,-23812,-12940,10620,CN,0,N_pwm200_grab1
3066,-10464,-1612,17008,CN,0,N_pwm200_grab1
3070,9004,-4764,19008,CN,0,N_pwm200_grab1
3075,8788,1912,12832,CN,0,N_pwm200_grab1
3080,4916,7800,8736,CN,0,N_pwm200_grab1
3090,8692,12152,23772,CN,0,N_pwm200_grab1
3095,504,-10252,11784,CN,0,N_pwm200_grab1
3101,-28244,-8188,19896,CN,0,N_pwm200_grab1
3106,-28668,-12852,-2400,CN,0,N_pwm200_grab1
3111,-15912,-7216,3104,CN,0,N_pwm200_grab1
3115,-15776,-10824,-780,CN,0,N_pwm200_grab1
3121,-9580,-200,18320,CN,0,N_pwm200_grab1
3125,15348,4592,14128,CN,0,N_pwm200_grab1
3130,-7124,16252,28656,CN,0,N_pwm200_grab1
3135,27792,248,13596,CN,0,N_pwm200_grab1
3145,9536,-5340,7580,CN,0,N_pwm200_grab1
3151,-11096,-7260,-17660,CN,0,N_pwm200_grab1
3156,-6164,-11160,-4584,CN,0,N_pwm200_grab1
3160,-27260,-12240,-3940,CN,0,N_pwm200_grab1
3165,-6472,-8948,12820,CN,0,N_pwm200_grab1
3171,13156,13624,16460,CN,0,N_pwm200_grab1
3175,32036,14876,6212,CN,0,N_pwm200_grab1
3180,14216,13792,9300,CN,0,N_pwm200_grab1
3186,8868,9252,2220,CN,0,N_pwm200_grab1
3191,-14884,-12036,660,CN,0,N_pwm200_grab1
3195,-28232,-21368,15636,CN,0,N_pwm200_grab1
3200,9236,-6532,5848,CN,0,N_pwm200_grab1
3205,-19256,-12672,-22508,CN,0,N_pwm200_grab1
3210,-5556,-12956,-4240,CN,0,N_pwm200_grab1
3216,-3948,11888,1520,CN,0,N_pwm200_grab1
3221,6256,7124,-1028,CN,0,N_pwm200_grab1
3225,5612,14336,32424,CN,0,N_pwm200_grab1
3231,20812,-3012,7740,CN,0,N_pwm200_grab1
3235,-15244,-2140,24272,CN,0,N_pwm200_grab1
3240,13380,-7600,10988,CN,0,N_pwm200_grab1
3245,-13356,-13044,-1280,CN,0,N_pwm200_grab1
3251,-31148,-21092,16204,CN,0,N_pwm200_grab1
3255,-21304,-15628,1560,CN,0,N_pwm200_grab1
3260,-928,-12548,20292,CN,0,N_pwm200_grab1
3266,-1728,13344,17508,CN,0,N_pwm200_grab1
3271,29924,9260,5012,CN,0,N_pwm200_grab1
