tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3000,510,-3360,8544,CN,0,N_pwm150_grab1
3005,1300,1736,9224,CN,0,N_pwm150_grab1
3009,562,5280,14188,CN,0,N_pwm150_grab1
3015,1338,-1456,9980,CN,0,N_pwm150_grab1
3019,-14,-5216,7864,CN,0,N_pwm150_grab1
3025,-278,1036,9660,CN,0,N_pwm150_grab1
3030,1318,6556,12552,CN,0,N_pwm150_grab1
3035,1142,-590,10790,CN,0,N_pwm150_grab1
3041,34,-6832,8014,CN,0,N_pwm150_grab1
3045,996,6086,12296,CN,0,N_pwm150_grab1
3050,954,628,10938,CN,0,N_pwm150_grab1
3056,-20,-6158,8274,CN,0,N_pwm150_grab1
3061,-524,-562,9016,CN,0,N_pwm150_grab1
3065,1248,1836,10908,CN,0,N_pwm150_grab1
3070,650,-2340,10556,CN,0,N_pwm150_grab1
3075,108,-1810,8986,CN,0,N_pwm150_grab1
3080,1286,-3694,8310,CN,0,N_pwm150_grab1
3086,-588,302,11802,CN,0,N_pwm150_grab1
3090,134,-4096,7118,CN,0,N_pwm150_grab1
3095,818,-1940,8336,CN,0,N_pwm150_grab1
3101,-466,2292,11724,CN,0,N_pwm150_grab1
3106,482,-2618,8298,CN,0,N_pwm150_grab1
3111,998,-4152,7518,CN,0,N_pwm150_grab1
3115,-1350,-4096,8646,CN,0,N_pwm150_grab1
3121,-1578,6590,13026,CN,0,N_pwm150_grab1
3126,3028,1238,11062,CN,0,N_pwm150_grab1
3131,-2336,-1358,9834,CN,0,N_pwm150_grab1
3135,1192,4712,12798,CN,0,N_pwm150_grab1
3140,1830,-3000,9176,CN,0,N_pwm150_grab1
3145,-1534,-3686,8694,CN,0,N_pwm150_grab1
3150,466,6808,13140,CN,0,N_pwm150_grab1
3155,2284,-874,9500,CN,0,N_pwm150_grab1
3161,-146,-578,10944,CN,0,N_pwm150_grab1
3165,-1996,2176,9152,CN,0,N_pwm150_grab1
