tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3004,20,1864,10524,CD,0,D2_pwm150_grab1
3010,-1920,-178,8248,CD,0,D2_pwm150_grab1
3014,512,-4,9390,CD,0,D2_pwm150_grab1
3019,2074,364,9630,CD,0,D2_pwm150_grab1
3025,298,-1450,8448,CD,0,D2_pwm150_grab1
3030,298,-2998,8412,CD,0,D2_pwm150_grab1
3035,-852,-1900,9464,CD,0,D2_pwm150_grab1
3040,922,1996,10926,CD,0,D2_pwm150_grab1
3045,-1018,452,9168,CD,0,D2_pwm150_grab1
3050,860,302,8926,CD,0,D2_pwm150_grab1
3061,784,-126,9366,CD,0,D2_pwm150_grab1
3066,-44,-2580,8356,CD,0,D2_pwm150_grab1
3076,140,1954,10494,CD,0,D2_pwm150_grab1
3080,-1710,-88,8302,CD,0,D2_pwm150_grab1
3085,494,62,9276,CD,0,D2_pwm150_grab1
3090,2360,460,9790,CD,0,D2_pwm150_grab1
3096,356,-1166,8608,CD,0,D2_pwm150_grab1
3101,70,-1518,9510,CD,0,D2_pwm150_grab1
3110,1116,2038,11146,CD,0,D2_pwm150_grab1
3115,-2184,-694,8540,CD,0,D2_pwm150_grab1
3121,608,70,10090,CD,0,D2_pwm150_grab1
3126,976,-144,9654,CD,0,D2_pwm150_grab1
3130,-60,-2286,8364,CD,0,D2_pwm150_grab1
3135,770,-836,11016,CD,0,D2_pwm150_grab1
3140,3536,672,11182,CD,0,D2_pwm150_grab1
3145,122,754,10080,CD,0,D2_pwm150_grab1
3150,-1718,40,8424,CD,0,D2_pwm150_grab1
3155,506,206,9074,CD,0,D2_pwm150_grab1
3161,-1614,-492,9158,CD,0,D2_pwm150_grab1
3166,-350,-3138,8664,CD,0,D2_pwm150_grab1
3170,1144,-828,11100,CD,0,D2_pwm150_grab1
3176,2270,1284,11800,CD,0,D2_pwm150_grab1
3180,602,18,9348,CD,0,D2_pwm150_grab1
3185,-3370,-1594,10226,CD,0,D2_pwm150_grab1
3190,574,-10,9936,CD,0,D2_pwm150_grab1
3196,1114,-30,9916,CD,0,D2_pwm150_grab1
3206,2632,-1060,10534,CD,0,D2_pwm150_grab1
3211,816,1652,11988,CD,0,D2_pwm150_grab1
3215,192,-552,8490,CD,0,D2_pwm150_grab1
3220,-2776,-1312,10816,CD,0,D2_pwm150_grab1
3225,-634,-60,11364,CD,0,D2_pwm150_grab1
3231,-1244,-534,9388,CD,0,D2_pwm150_grab1
3235,-412,-3102,8724,CD,0,D2_pwm150_grab1
3240,980,-804,10966,CD,0,D2_pwm150_grab1
3245,-488,1958,10652,CD,0,D2_pwm150_grab1
3251,-1204,-1422,8486,CD,0,D2_pwm150_grab1
3256,-958,-824,10870,CD,0,D2_pwm150_grab1
3261,-374,456,11454,CD,0,D2_pwm150_grab1
3266,-1072,-564,10266,CD,0,D2_pwm150_grab1
3275,2358,-1026,10684,CD,0,D2_pwm150_grab1
3280,986,1438,11898,CD,0,D2_pwm150_grab1
3286,176,-522,8636,CD,0,D2_pwm150_grab1
3291,-3062,-1368,10798,CD,0,D2_pwm150_grab1
3297,-716,-120,11310,CD,0,D2_pwm150_grab1
3302,-1736,-736,9790,CD,0,D2_pwm150_grab1
3307,-1138,-2444,10524,CD,0,D2_pwm150_grab1
3311,1150,-684,10740,CD,0,D2_pwm150_grab1
3317,2416,1260,11676,CD,0,D2_pwm150_grab1
3321,596,48,9398,CD,0,D2_pwm150_grab1
3326,-3048,-1358,10006,CD,0,D2_pwm150_grab1
3331,-560,408,11444,CD,0,D2_pwm150_grab1
3336,-1002,-454,10182,CD,0,D2_pwm150_grab1
3342,-780,-780,11156,CD,0,D2_pwm150_grab1
3351,794,1480,11798,CD,0,D2_pwm150_grab1
3356,146,-638,8606,CD,0,D2_pwm150_grab1
3362,-2720,-1316,10746,CD,0,D2_pwm150_grab1
3366,-482,-72,11454,CD,0,D2_pwm150_grab1
3372,812,-100,10490,CD,0,D2_pwm150_grab1
3376,466,1160,11678,CD,0,D2_pwm150_grab1
3387,542,-744,9516,CD,0,D2_pwm150_grab1
3392,-1566,-1602,8632,CD,0,D2_pwm150_grab1
3396,-1148,-820,10970,CD,0,D2_pwm150_grab1
3402,-444,334,11544,CD,0,D2_pwm150_grab1
3407,-860,-284,10344,CD,0,D2_pwm150_grab1
3412,-366,-484,11176,CD,0,D2_pwm150_grab1
3417,3296,278,10394,CD,0,D2_pwm150_grab1
3421,58,-2368,8342,CD,0,D2_pwm150_grab1
3432,1084,-220,11284,CD,0,D2_pwm150_grab1
3436,-102,728,11664,CD,0,D2_pwm150_grab1
3441,974,-2,10378,CD,0,D2_pwm150_grab1
3447,800,1380,11502,CD,0,D2_pwm150_grab1
3457,-20,-2926,8428,CD,0,D2_pwm150_grab1
3462,-1200,-1928,9726,CD,0,D2_pwm150_grab1
3466,904,2020,11316,CD,0,D2_pwm150_grab1
