tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
5116,5244,-384,9996,CD,0,D2_pwm200_grab1
5121,-1824,-3112,5720,CD,0,D2_pwm200_grab1
5125,2112,1896,12180,CD,0,D2_pwm200_grab1
5131,-2764,-1320,11800,CD,0,D2_pwm200_grab1
5135,-3212,52,8580,CD,0,D2_pwm200_grab1
5140,-3340,1612,10716,CD,0,D2_pwm200_grab1
5146,1092,1008,13620,CD,0,D2_pwm200_grab1
5150,-964,-2584,8428,CD,0,D2_pwm200_grab1
5155,-588,-5860,6532,CD,0,D2_pwm200_grab1
5161,4296,2764,12748,CD,0,D2_pwm200_grab1
5165,-1968,352,12140,CD,0,D2_pwm200_grab1
5170,-8700,-4204,9876,CD,0,D2_pwm200_grab1
5175,3156,-2104,13068,CD,0,D2_pwm200_grab1
5181,-1284,1616,11400,CD,0,D2_pwm200_grab1
5185,2712,-1268,12292,CD,0,D2_pwm200_grab1
5190,-2092,-6144,12412,CD,0,D2_pwm200_grab1
5195,4524,-3524,11332,CD,0,D2_pwm200_grab1
5200,124,1700,12132,CD,0,D2_pwm200_grab1
5207,-9764,-2888,12068,CD,0,D2_pwm200_grab1
5211,4176,-2508,12596,CD,0,D2_pwm200_grab1
5217,2872,3064,12200,CD,0,D2_pwm200_grab1
5222,3204,-356,11816,CD,0,D2_pwm200_grab1
5226,-2188,-4672,14308,CD,0,D2_pwm200_grab1
5231,5268,-3468,8864,CD,0,D2_pwm200_grab1
5237,2856,872,12860,CD,0,D2_pwm200_grab1
5241,-9568,-3064,10356,CD,0,D2_pwm200_grab1
5246,5340,-1864,12020,CD,0,D2_pwm200_grab1
5251,-2624,-1256,9520,CD,0,D2_pwm200_grab1
5256,-320,1048,10608,CD,0,D2_pwm200_grab1
5261,6108,5344,9408,CD,0,D2_pwm200_grab1
5266,3316,376,7804,CD,0,D2_pwm200_grab1
5271,432,-2852,4888,CD,0,D2_pwm200_grab1
5277,5832,-208,16548,CD,0,D2_pwm200_grab1
5281,4496,1008,11636,CD,0,D2_pwm200_grab1
5286,-2488,-1416,8236,CD,0,D2_pwm200_grab1
5292,2692,544,7452,CD,0,D2_pwm200_grab1
5296,8832,2568,9848,CD,0,D2_pwm200_grab1
5301,-4132,3636,12904,CD,0,D2_pwm200_grab1
5307,-4468,-2276,10532,CD,0,D2_pwm200_grab1
5312,13144,-516,17068,CD,0,D2_pwm200_grab1
5317,1332,1584,7960,CD,0,D2_pwm200_grab1
5321,-2420,-872,7628,CD,0,D2_pwm200_grab1
5327,788,-1628,7424,CD,0,D2_pwm200_grab1
5331,7420,1216,9296,CD,0,D2_pwm200_grab1
5341,1068,1256,11392,CD,0,D2_pwm200_grab1
5346,-1488,-1636,10112,CD,0,D2_pwm200_grab1
5352,-1564,1040,8832,CD,0,D2_pwm200_grab1
5356,-2968,372,8480,CD,0,D2_pwm200_grab1
5361,1296,820,10108,CD,0,D2_pwm200_grab1
5366,-2576,-2036,6348,CD,0,D2_pwm200_grab1
5372,68,-4180,5644,CD,0,D2_pwm200_grab1
5377,3388,-2832,12068,CD,0,D2_pwm200_grab1
5382,-3956,-220,10516,CD,0,D2_pwm200_grab1
5386,-11260,-4676,9788,CD,0,D2_pwm200_grab1
5392,1812,-2016,13508,CD,0,D2_pwm200_grab1
5396,-1952,2704,10632,CD,0,D2_pwm200_grab1
5401,-244,-1884,11524,CD,0,D2_pwm200_grab1
5412,4584,-1972,12740,CD,0,D2_pwm200_grab1
5416,156,632,12408,CD,0,D2_pwm200_grab1
5421,2160,-2000,11416,CD,0,D2_pwm200_grab1
5426,3784,1680,13420,CD,0,D2_pwm200_grab1
5431,-2972,72,9456,CD,0,D2_pwm200_grab1
