tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3004,-726,-434,9624,CD,0,D1_pwm125_grab1
3010,-892,-1954,8368,CD,0,D1_pwm125_grab1
3014,-2122,-14,10572,CD,0,D1_pwm125_grab1
3019,1990,-156,10486,CD,0,D1_pwm125_grab1
3025,1030,-1148,8736,CD,0,D1_pwm125_grab1
3030,406,210,10134,CD,0,D1_pwm125_grab1
3035,4036,1474,11558,CD,0,D1_pwm125_grab1
3040,1576,-238,9640,CD,0,D1_pwm125_grab1
3045,1094,190,9754,CD,0,D1_pwm125_grab1
3050,-3340,-584,10338,CD,0,D1_pwm125_grab1
3055,2002,-1784,11272,CD,0,D1_pwm125_grab1
3061,-532,1534,12042,CD,0,D1_pwm125_grab1
3065,-2058,-294,10576,CD,0,D1_pwm125_grab1
3070,-2174,-2114,12050,CD,0,D1_pwm125_grab1
3075,1296,-288,9656,CD,0,D1_pwm125_grab1
3081,866,230,10114,CD,0,D1_pwm125_grab1
3085,-4314,-1216,10622,CD,0,D1_pwm125_grab1
3090,1804,-778,10608,CD,0,D1_pwm125_grab1
3095,-288,1724,12452,CD,0,D1_pwm125_grab1
3100,-2498,-292,10320,CD,0,D1_pwm125_grab1
3105,-2368,-2344,11982,CD,0,D1_pwm125_grab1
3110,2786,578,10718,CD,0,D1_pwm125_grab1
3115,538,318,10162,CD,0,D1_pwm125_grab1
3120,-4686,-1720,11368,CD,0,D1_pwm125_grab1
3126,1700,-982,10792,CD,0,D1_pwm125_grab1
3130,254,-382,9034,CD,0,D1_pwm125_grab1
3135,216,240,10578,CD,0,D1_pwm125_grab1
3141,-2444,-2566,11848,CD,0,D1_pwm125_grab1
3146,3238,756,10796,CD,0,D1_pwm125_grab1
3151,80,-304,10464,CD,0,D1_pwm125_grab1
3160,1672,-1160,11014,CD,0,D1_pwm125_grab1
3166,-74,-112,9422,CD,0,D1_pwm125_grab1
3170,270,114,10456,CD,0,D1_pwm125_grab1
3176,-2484,-2588,11630,CD,0,D1_pwm125_grab1
3180,3448,906,10774,CD,0,D1_pwm125_grab1
3186,-152,-750,9956,CD,0,D1_pwm125_grab1
3196,1714,-1136,11032,CD,0,D1_pwm125_grab1
3200,196,174,9664,CD,0,D1_pwm125_grab1
3206,106,216,10336,CD,0,D1_pwm125_grab1
3210,1204,-34,11482,CD,0,D1_pwm125_grab1
3216,1646,-42,9128,CD,0,D1_pwm125_grab1
3221,-174,-978,9828,CD,0,D1_pwm125_grab1
3230,1434,-1036,11118,CD,0,D1_pwm125_grab1
3236,-140,1854,12342,CD,0,D1_pwm125_grab1
3241,-2196,-850,10638,CD,0,D1_pwm125_grab1
3245,820,-358,11756,CD,0,D1_pwm125_grab1
3250,2086,286,9248,CD,0,D1_pwm125_grab1
3255,-60,644,10704,CD,0,D1_pwm125_grab1
3266,1122,-932,11162,CD,0,D1_pwm125_grab1
3270,-334,1798,12586,CD,0,D1_pwm125_grab1
