tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3000,8418,828,11654,SC,0,V_pwm125_grab1
3005,5250,-824,30120,SC,0,V_pwm125_grab1
3009,-6180,-1308,22626,SC,0,V_pwm125_grab1
3014,-8326,-1372,3194,SC,0,V_pwm125_grab1
3020,-140,1332,-8436,SC,0,V_pwm125_grab1
3024,6702,324,2648,SC,0,V_pwm125_grab1
3031,8338,10,22838,SC,0,V_pwm125_grab1
3035,224,-1442,28596,SC,0,V_pwm125_grab1
3040,8346,-178,22568,SC,0,V_pwm125_grab1
3045,-64,-1718,27802,SC,0,V_pwm125_grab1
3051,-9404,-758,11062,SC,0,V_pwm125_grab1
3055,-4030,896,-6638,SC,0,V_pwm125_grab1
3060,2902,980,-4616,SC,0,V_pwm125_grab1
3065,7960,14,14004,SC,0,V_pwm125_grab1
3070,4796,-1896,28998,SC,0,V_pwm125_grab1
3076,-136,2316,-8154,SC,0,V_pwm125_grab1
3081,-7300,-264,1590,SC,0,V_pwm125_grab1
3085,-410,2512,-7830,SC,0,V_pwm125_grab1
3090,6448,492,4850,SC,0,V_pwm125_grab1
3095,8178,20,22354,SC,0,V_pwm125_grab1
3100,214,-2120,27214,SC,0,V_pwm125_grab1
3105,-8954,-1302,11120,SC,0,V_pwm125_grab1
3110,-4312,448,-5684,SC,0,V_pwm125_grab1
3115,5486,-1844,28734,SC,0,V_pwm125_grab1
3121,7816,-658,12030,SC,0,V_pwm125_grab1
3125,5456,-1752,28446,SC,0,V_pwm125_grab1
3131,-4880,-2004,23024,SC,0,V_pwm125_grab1
3135,-8324,-236,5244,SC,0,V_pwm125_grab1
3141,-1686,2998,-7358,SC,0,V_pwm125_grab1
3145,5292,1060,1484,SC,0,V_pwm125_grab1
3150,8712,830,18936,SC,0,V_pwm125_grab1
3156,2272,-2096,28236,SC,0,V_pwm125_grab1
3161,-8230,-1772,14692,SC,0,V_pwm125_grab1
3165,-6024,-918,-2744,SC,0,V_pwm125_grab1
3170,882,764,-6678,SC,0,V_pwm125_grab1
3176,7612,-614,9014,SC,0,V_pwm125_grab1
