tiempo_ms,ax,ay,az,etiqueta,muestra_id,grabacion_id
3002,974,1392,-3096,SC,0,V_pwm150_grab1
3007,-1506,1008,-712,SC,0,V_pwm150_grab1
3012,-2302,1364,4454,SC,0,V_pwm150_grab1
3017,1552,-2708,14960,SC,0,V_pwm150_grab1
3022,4062,-348,7194,SC,0,V_pwm150_grab1
3027,4298,1522,-136,SC,0,V_pwm150_grab1
3032,-204,-2786,21624,SC,0,V_pwm150_grab1
3037,-260,-2284,18730,SC,0,V_pwm150_grab1
3043,1642,-1468,14436,SC,0,V_pwm150_grab1
3048,3976,-1006,5210,SC,0,V_pwm150_grab1
3052,4710,1788,-1180,SC,0,V_pwm150_grab1
3057,-1884,-2104,22338,SC,0,V_pwm150_grab1
3063,-722,-1408,24890,SC,0,V_pwm150_grab1
3067,110,-2006,22248,SC,0,V_pwm150_grab1
3078,-2218,-168,14542,SC,0,V_pwm150_grab1
3083,-1368,-1608,22404,SC,0,V_pwm150_grab1
3087,-1102,-2254,24594,SC,0,V_pwm150_grab1
3092,-390,-1690,22560,SC,0,V_pwm150_grab1
3097,-194,1454,-2690,SC,0,V_pwm150_grab1
3102,-1888,1382,822,SC,0,V_pwm150_grab1
3107,-2364,306,5724,SC,0,V_pwm150_grab1
3112,-2964,650,14840,SC,0,V_pwm150_grab1
3117,2448,2262,-4080,SC,0,V_pwm150_grab1
3122,-236,990,-2828,SC,0,V_pwm150_grab1
3127,-1684,1716,818,SC,0,V_pwm150_grab1
3132,-2174,1112,6032,SC,0,V_pwm150_grab1
3138,1420,-1992,14478,SC,0,V_pwm150_grab1
3142,3986,-144,7374,SC,0,V_pwm150_grab1
3148,4832,958,-874,SC,0,V_pwm150_grab1
3153,3286,2176,-3840,SC,0,V_pwm150_grab1
3158,310,1236,-3786,SC,0,V_pwm150_grab1
3164,-1842,1456,-1106,SC,0,V_pwm150_grab1
3168,-1754,1298,3578,SC,0,V_pwm150_grab1
3173,-2470,-64,9942,SC,0,V_pwm150_grab1
3179,2496,-1212,11174,SC,0,V_pwm150_grab1
3184,4212,210,2838,SC,0,V_pwm150_grab1
3189,4506,1868,-2446,SC,0,V_pwm150_grab1
3194,2388,1736,-4162,SC,0,V_pwm150_grab1
3198,-680,1296,-3080,SC,0,V_pwm150_grab1
3203,1482,-2010,14394,SC,0,V_pwm150_grab1
3208,3617,-1,-1,SC,0,V_pwm150_grab1
3214,4780,1094,-764,SC,0,V_pwm150_grab1
3218,-1880,-1464,20528,SC,0,V_pwm150_grab1
3234,370,-2924,21204,SC,0,V_pwm150_grab1
3238,148,-2286,18722,SC,0,V_pwm150_grab1
3243,-2844,356,16010,SC,0,V_pwm150_grab1
3248,-1538,-1992,22604,SC,0,V_pwm150_grab1
3253,-834,-2700,25078,SC,0,V_pwm150_grab1
3258,3738,1990,-3704,SC,0,V_pwm150_grab1
3263,808,1454,-4390,SC,0,V_pwm150_grab1
3268,-1460,1782,-2032,SC,0,V_pwm150_grab1
3273,-1536,784,1246,SC,0,V_pwm150_grab1
3283,-2428,-1,-1,SC,0,V_pwm150_grab1
3288,3278,2084,-4094,SC,0,V_pwm150_grab1
3294,892,1392,-4796,SC,0,V_pwm150_grab1
3301,892,1392,-4796,SC,0,V_pwm150_grab1
3304,-370,-2488,22052,SC,0,V_pwm150_grab1
3308,58,-2074,19936,SC,0,V_pwm150_grab1
3314,1552,-2384,15332,SC,0,V_pwm150_grab1
3318,1552,-2384,15332,SC,0,V_pwm150_grab1
3329,-522,-2660,24726,SC,0,V_pwm150_grab1
3334,-290,-2334,22638,SC,0,V_pwm150_grab1
3338,696,1312,-3990,SC,0,V_pwm150_grab1
3344,-1846,1744,-1476,SC,0,V_pwm150_grab1
3348,-2372,1508,1700,SC,0,V_pwm150_grab1
3354,-2320,178,6244,SC,0,V_pwm150_grab1
3359,-2828,708,13566,SC,0,V_pwm150_grab1
3363,-2140,-1646,20158,SC,0,V_pwm150_grab1
3368,-1514,-2918,24464,SC,0,V_pwm150_grab1
3374,-736,1512,-3930,SC,0,V_pwm150_grab1
3383,-118,-2796,21360,SC,0,V_pwm150_grab1
3391,-118,-2796,21360,SC,0,V_pwm150_grab1
3394,1834,-2560,15108,SC,0,V_pwm150_grab1
3399,3120,-1030,9364,SC,0,V_pwm150_grab1
3403,3980,666,2874,SC,0,V_pwm150_grab1
3409,4488,1626,-2870,SC,0,V_pwm150_grab1
3414,3728,2388,-4446,SC,0,V_pwm150_grab1
3420,-1194,-2618,25074,SC,0,V_pwm150_grab1
3425,-380,-1448,25964,SC,0,V_pwm150_grab1
3434,0,0,0,SC,0,V_pwm150_grab1
3440,626,-1712,18616,SC,0,V_pwm150_grab1
